inventory_state,entry_id,entry_kind,source_path,source_blob_sha256,line_start,line_end,rule_occurrence_id,rule_family_id,rule_summary,classification,owner,owner_action,required_inputs,interception_point,mechanism_candidate,current_plane,final_plane,disposition,defer_reason,rationale,remaining_witness_or_gap,exclusion_reason
baseline,le-0691c0ffb17489a3,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,258,258,ro-b4161d650f8c2d1f,rf-d4e2d86e0185f043,5. loop 後の扱いは親または人間が別途決める。,deterministic-contract-only,review-loop parent,review-loop parent applies the ``deferred` の凍結` obligation summarized as: 5. loop 後の扱いは親または人間が別途決める。,"request, current workflow state, and evidence required by ``deferred` の凍結`",review-loop orchestration boundary in ``deferred` の凍結`,separate a deterministic decision from its Action at review-loop orchestration boundary in ``deferred` の凍結`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: ``deferred` の凍結` has no current mechanism consuming request, current workflow state, and evidence required by ``deferred` の凍結` at review-loop orchestration boundary in ``deferred` の凍結`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/review-loop/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/review-loop/SKILL.md:258-258,
baseline,le-e8bbcc6913176fa9,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,259,259,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-abd4ed6d9f073017,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,260,260,,,## 打ち切りと収束,,,,,,,,,context,,,,section label; obligations are in the section body
baseline,le-43cfabacd6bbd4f5,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,261,261,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-627ba466c5d0440e,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,262,265,ro-825c9201b0e2f56c,rf-e55c454d53a1afd1,ユーザーが round 数または打ち切りを指定した場合はその制約を優先する。指定がなければ、親は開始時に round 上限を宣言し、具体的な未解決 risk と期待する新しい evidence を説明できる間だけ continue する。 固定 round、0 findings、reviewer の Pass、上限の消化だけを受け入れ根拠にしない。上限到達時は必ず `termination` を確定する。,autonomous,review-loop parent,review-loop parent applies the `打ち切りと収束` obligation summarized as: ユーザーが round 数または打ち切りを指定した場合はその制約を優先する。指定がなければ、親は開始時に round 上限を宣言し、具体的な未解決 risk と期待する新しい evidence を説明できる間だけ continue する。 固定 round、0 findings、reviewer の Pass、上限の消化だけを受け入れ根拠にしない。上限到達時は必ず `termination` を確定する。,"request, current workflow state, and evidence required by `打ち切りと収束`",review-loop orchestration boundary in `打ち切りと収束`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `打ち切りと収束` requires selecting among multiple acceptable interpretations or outcomes,,
baseline,le-b197a61d012adee5,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,266,266,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-ee5d7bebf5ba2b0c,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,267,267,,,<!-- @contract review-loop-induced-brake -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-74c55c9bc7aa3adf,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,268,268,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-4bc8647da55fc990,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,269,269,,,### 誘発指摘による補助ブレーキ,,,,,,,,,context,,,,section label; obligations are in the section body
baseline,le-f8e43536e13f9fa6,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,270,270,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-47de8a5678648d4c,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,271,274,ro-04a7c39fd7d36a43,rf-29f01c919adf8fa6,`plan-adversarial-reviewer` を起動した各通常 round について、全体の finding ledger を通じて `induced` を観測する。 `induced: true` は、直前までに親が採用して verification を完了した修正によって finding が新たに成立したという 因果 evidence がある場合だけ付ける。対象文の新旧、snapshot 差分、同じ指摘の再出現だけでは `induced: true` に しない。因果 evidence がなければ `induced: false` とし、採用した修正との対応を ledger に残す。,autonomous,review-loop parent,review-loop parent applies the `誘発指摘による補助ブレーキ` obligation summarized as: `plan-adversarial-reviewer` を起動した各通常 round について、全体の finding ledger を通じて `induced` を観測する。 `induced: true` は、直前までに親が採用して verification を完了した修正によって finding が新たに成立したという 因果 evidence がある場合だけ付ける。対象文の新旧、snapshot 差分、同じ指摘の再出現だけでは `,"request, current workflow state, and evidence required by `誘発指摘による補助ブレーキ`",review-loop orchestration boundary in `誘発指摘による補助ブレーキ`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `誘発指摘による補助ブレーキ` requires selecting among multiple acceptable interpretations or outcomes,,
baseline,le-f6b811d1d64ba969,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,275,275,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-180537e714286c43,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,276,276,ro-bd4b8cda9455b8fe,rf-c91feab0fa5cf6e2,旧基準状態を成立条件や窓の開始位置として保存・参照せず、各通常 round の観測から判定する。,autonomous,review-loop parent,review-loop parent applies the `誘発指摘による補助ブレーキ` obligation summarized as: 旧基準状態を成立条件や窓の開始位置として保存・参照せず、各通常 round の観測から判定する。,"request, current workflow state, and evidence required by `誘発指摘による補助ブレーキ`",review-loop orchestration boundary in `誘発指摘による補助ブレーキ`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `誘発指摘による補助ブレーキ` requires selecting among multiple acceptable interpretations or outcomes,,
baseline,le-b6c7285c0011e27c,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,277,277,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-f3822dacdf2dfa09,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,278,282,ro-161f7aa399c894ac,rf-5f14225086a1e765,各通常 round で、親確定の `修正推奨` 以上だけを対象に、誘発 finding の数が非誘発 finding の数を上回るかを `induced_dominant` として記録する（母数が空の round は成立しない）。同じ判定を直近の `plan-adversarial-reviewer` 通常 round 2 回で連続して満たし、両 round とも非誘発の `修正必須` が 0 の場合だけ、`induced-loop` を補助的な 早期打ち切りとして選べる。ちょうど半数は支配的とみなさない。1 round だけの成立では打ち切らない。final trim や同じ round の他 reviewer の finding は判定対象に入れない。,autonomous,review-loop parent,review-loop parent applies the `誘発指摘による補助ブレーキ` obligation summarized as: 各通常 round で、親確定の `修正推奨` 以上だけを対象に、誘発 finding の数が非誘発 finding の数を上回るかを `induced_dominant` として記録する（母数が空の round は成立しない）。同じ判定を直近の `plan-adversarial-reviewer` 通常 round 2 回で連続して満たし、両 round とも非誘発の `修正必須` が 0 の場合だけ、`induced-loop` ,"request, current workflow state, and evidence required by `誘発指摘による補助ブレーキ`",review-loop orchestration boundary in `誘発指摘による補助ブレーキ`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `誘発指摘による補助ブレーキ` requires selecting among multiple acceptable interpretations or outcomes,,
baseline,le-456be42a0694e205,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,283,283,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-48aba3a7070dbfa5,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,284,286,ro-686a6ea6d3b5e76b,rf-2bab9b1eb24fd3e0,`induced-loop` は自己誘発 churn に対する補助ブレーキであり、`converged` / `round-limit` の定義や必要な親裁定を 置き換えない。打ち切り round の採用 finding は反映し、全 finding の裁定と因果 evidence を記録して裁定未記録を 残さない。,autonomous,review-loop parent,review-loop parent applies the `誘発指摘による補助ブレーキ` obligation summarized as: `induced-loop` は自己誘発 churn に対する補助ブレーキであり、`converged` / `round-limit` の定義や必要な親裁定を 置き換えない。打ち切り round の採用 finding は反映し、全 finding の裁定と因果 evidence を記録して裁定未記録を 残さない。,"request, current workflow state, and evidence required by `誘発指摘による補助ブレーキ`",review-loop orchestration boundary in `誘発指摘による補助ブレーキ`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `誘発指摘による補助ブレーキ` requires selecting among multiple acceptable interpretations or outcomes,,
baseline,le-b5ab8f04b1b544f0,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,287,287,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-1cd070ed4f565af0,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,288,288,,,<!-- @/contract -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-14a4fc52a3afc604,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,289,289,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-9c44457ebd9128ca,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,290,290,,,## final trim,,,,,,,,,context,,,,section label; obligations are in the section body
baseline,le-b431aeae1df48761,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,291,291,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-bc037d971fed42a2,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,292,297,ro-a90f5c21d4f389fc,rf-d53d1ff9c1112fc7,accept-candidate（`converged` または `induced-loop`）で未解決 finding が空の場合だけ、適用対象のプラン系 成果物へ final trim を行う。非適用成果物は trim を省略した事実と理由を出力する。trim は通常 loop へ戻らず、 各回を新しい snapshot へ順に適用する。削減後の verification が失敗した場合は、新しい設計を足さず、該当 削減 finding の裁定を原則 `adopted` から `rejected` へ戻す。`human-confirmation` が必要な trim finding は `out-of-scope` として渡す。 trim の finding もその場で5値へ裁定し、未解決一覧と残存事項へ反映する。規定3回なら全体構造、レビュー誘発要素、 残存する過剰の順を推奨観点とし、回数を上書きした場合の観点は親が決める。,autonomous,review-loop parent,review-loop parent applies the `final trim` obligation summarized as: accept-candidate（`converged` または `induced-loop`）で未解決 finding が空の場合だけ、適用対象のプラン系 成果物へ final trim を行う。非適用成果物は trim を省略した事実と理由を出力する。trim は通常 loop へ戻らず、 各回を新しい snapshot へ順に適用する。削減後の verification が失敗した場合は、新しい設計を足さず、該当 削減 findi,"request, current workflow state, and evidence required by `final trim`",review-loop orchestration boundary in `final trim`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `final trim` requires selecting among multiple acceptable interpretations or outcomes,,
baseline,le-8533e661a779fdff,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,298,298,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-a8810eb8dbafe36d,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,299,299,ro-11accf37dddf98b2,rf-a28a79d231216d3b,回数は次で決める。,autonomous,review-loop parent,review-loop parent applies the `final trim` obligation summarized as: 回数は次で決める。,"request, current workflow state, and evidence required by `final trim`",review-loop orchestration boundary in `final trim`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `final trim` requires selecting among multiple acceptable interpretations or outcomes,,
baseline,le-09e03b19d539b053,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,300,300,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-3379b31c2ad0c6b5,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,301,304,ro-8f7b7a69342b9132,rf-5fec2e83496542eb,```text over_engineering_review_count = adversarial_review_count > threshold ? escalated_rounds : base_rounds ```,deterministic-contract-only,review-loop parent,review-loop parent applies the `final trim` obligation summarized as: ```text over_engineering_review_count = adversarial_review_count > threshold ? escalated_rounds : base_rounds ```,"request, current workflow state, and evidence required by `final trim`",review-loop orchestration boundary in `final trim`,separate a deterministic decision from its Action at review-loop orchestration boundary in `final trim`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `final trim` has no current mechanism consuming request, current workflow state, and evidence required by `final trim` at review-loop orchestration boundary in `final trim`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/review-loop/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/review-loop/SKILL.md:301-304,
baseline,le-71915ec8c86a005f,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,305,305,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-8c15c6f2ac407685,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,306,308,ro-9b7b3d86a3cfd996,rf-cf8720886a92813c,既定値は `threshold: 5`、`base_rounds: 1`、`escalated_rounds: 3`（`>` なので 6 round 目から 3 回）。各値は 部分上書きを許し、validation は `threshold >= 0`、`base_rounds >= 1`、`escalated_rounds >= base_rounds`。 不正値は補正せず入力エラーとして返す。,autonomous,review-loop parent,review-loop parent applies the `final trim` obligation summarized as: 既定値は `threshold: 5`、`base_rounds: 1`、`escalated_rounds: 3`（`>` なので 6 round 目から 3 回）。各値は 部分上書きを許し、validation は `threshold >= 0`、`base_rounds >= 1`、`escalated_rounds >= base_rounds`。 不正値は補正せず入力エラーとして返す。,"request, current workflow state, and evidence required by `final trim`",review-loop orchestration boundary in `final trim`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `final trim` requires selecting among multiple acceptable interpretations or outcomes,,
baseline,le-1695c4a0e98243a7,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,309,309,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-f67377f6b6adf970,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,310,310,,,## 出力と終了値,,,,,,,,,context,,,,section label; obligations are in the section body
baseline,le-8905804aa5d03e71,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,311,311,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-b2dbf801817aaae9,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,312,314,ro-c827e495aa3acaae,rf-7ad207cb941aa821,通常の出力は、採用 finding を反映した成果物、指摘台帳、判断保留台帳、未解決 finding 一覧、final trim の 実行有無と省略理由、`termination`、`adversarial_review_count` を含む。レビュー不成立（前提不足、対応 reviewer 不在、入力エラー）は通常出力と排他で、理由を含め `termination` と count を付けない。,deterministic-contract-only,review-loop parent,review-loop parent applies the `出力と終了値` obligation summarized as: 通常の出力は、採用 finding を反映した成果物、指摘台帳、判断保留台帳、未解決 finding 一覧、final trim の 実行有無と省略理由、`termination`、`adversarial_review_count` を含む。レビュー不成立（前提不足、対応 reviewer 不在、入力エラー）は通常出力と排他で、理由を含め `termination` と count を付けない。,"request, current workflow state, and evidence required by `出力と終了値`",review-loop orchestration boundary in `出力と終了値`,separate a deterministic decision from its Action at review-loop orchestration boundary in `出力と終了値`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `出力と終了値` has no current mechanism consuming request, current workflow state, and evidence required by `出力と終了値` at review-loop orchestration boundary in `出力と終了値`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/review-loop/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/review-loop/SKILL.md:312-314,
baseline,le-5fcbce771bec6734,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,315,315,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-04c19a8086dec022,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,316,316,ro-d00c9b1e48a0952c,rf-300727548342ac32,`termination` は次の4値だけである。,deterministic-contract-only,review-loop parent,review-loop parent applies the `出力と終了値` obligation summarized as: `termination` は次の4値だけである。,"request, current workflow state, and evidence required by `出力と終了値`",review-loop orchestration boundary in `出力と終了値`,separate a deterministic decision from its Action at review-loop orchestration boundary in `出力と終了値`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `出力と終了値` has no current mechanism consuming request, current workflow state, and evidence required by `出力と終了値` at review-loop orchestration boundary in `出力と終了値`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/review-loop/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/review-loop/SKILL.md:316-316,
baseline,le-b8c27fcff816da3d,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,317,317,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-e8b0e08b6549ae0d,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,318,318,ro-9d3b88e01cd90056,rf-01c72d7a51ef0dae,- `converged`: 親が収束と判断した、または上限到達時に未解決がなく、trim へ進む。,deterministic-contract-only,review-loop parent,review-loop parent applies the `出力と終了値` obligation summarized as: - `converged`: 親が収束と判断した、または上限到達時に未解決がなく、trim へ進む。,"request, current workflow state, and evidence required by `出力と終了値`",review-loop orchestration boundary in `出力と終了値`,separate a deterministic decision from its Action at review-loop orchestration boundary in `出力と終了値`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `出力と終了値` has no current mechanism consuming request, current workflow state, and evidence required by `出力と終了値` at review-loop orchestration boundary in `出力と終了値`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/review-loop/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/review-loop/SKILL.md:318-318,
baseline,le-692c5969bf8a34e3,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,319,319,ro-606b7e00b36fd751,rf-30d84a63473a5521,- `induced-loop`: 自己誘発 churn の補助ブレーキで打ち切った。未解決がなければ trim、残れば trim なしで返す。,deterministic-contract-only,review-loop parent,review-loop parent applies the `出力と終了値` obligation summarized as: - `induced-loop`: 自己誘発 churn の補助ブレーキで打ち切った。未解決がなければ trim、残れば trim なしで返す。,"request, current workflow state, and evidence required by `出力と終了値`",review-loop orchestration boundary in `出力と終了値`,separate a deterministic decision from its Action at review-loop orchestration boundary in `出力と終了値`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `出力と終了値` has no current mechanism consuming request, current workflow state, and evidence required by `出力と終了値` at review-loop orchestration boundary in `出力と終了値`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/review-loop/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/review-loop/SKILL.md:319-319,
baseline,le-44cf2cade41e3b61,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,320,320,ro-b6e40b32bd38d765,rf-aa5841c74f2857ec,- `round-limit`: 上限到達時に未解決が残り、trim なしで返す。,deterministic-contract-only,review-loop parent,review-loop parent applies the `出力と終了値` obligation summarized as: - `round-limit`: 上限到達時に未解決が残り、trim なしで返す。,"request, current workflow state, and evidence required by `出力と終了値`",review-loop orchestration boundary in `出力と終了値`,separate a deterministic decision from its Action at review-loop orchestration boundary in `出力と終了値`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `出力と終了値` has no current mechanism consuming request, current workflow state, and evidence required by `出力と終了値` at review-loop orchestration boundary in `出力と終了値`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/review-loop/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/review-loop/SKILL.md:320-320,
baseline,le-ffb7debf92edd664,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,321,321,ro-02d01ee0f230b722,rf-40c031d9cdcb3699,- `stop-incomplete`: 安全に継続・裁定完了できず、未解決を残して早期終了する。trim なしで返す。,deterministic-contract-only,review-loop parent,review-loop parent applies the `出力と終了値` obligation summarized as: - `stop-incomplete`: 安全に継続・裁定完了できず、未解決を残して早期終了する。trim なしで返す。,"request, current workflow state, and evidence required by `出力と終了値`",review-loop orchestration boundary in `出力と終了値`,separate a deterministic decision from its Action at review-loop orchestration boundary in `出力と終了値`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `出力と終了値` has no current mechanism consuming request, current workflow state, and evidence required by `出力と終了値` at review-loop orchestration boundary in `出力と終了値`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/review-loop/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/review-loop/SKILL.md:321-321,
baseline,le-57c563d6a0542d5f,context,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,322,322,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-d793696a5a08603f,rule,shared/skill/review-loop/SKILL.md,830281a5d2a9710744912a53662bd1e75333d5c7e673ca58e7641515f910d7c3,323,324,ro-5e86ebc6b7409762,rf-f3f5fac5aefe9d34,成果物の status 確定、入力 resource への書き戻し、成果物の受け入れ、次工程の判断は呼び出し元の親が行う。 この Skill は工程を前進させず、仕様を補完せず、入力 resource を無断更新しない。,deterministic-contract-only,review-loop parent,review-loop parent applies the `出力と終了値` obligation summarized as: 成果物の status 確定、入力 resource への書き戻し、成果物の受け入れ、次工程の判断は呼び出し元の親が行う。 この Skill は工程を前進させず、仕様を補完せず、入力 resource を無断更新しない。,"request, current workflow state, and evidence required by `出力と終了値`",review-loop orchestration boundary in `出力と終了値`,separate a deterministic decision from its Action at review-loop orchestration boundary in `出力と終了値`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `出力と終了値` has no current mechanism consuming request, current workflow state, and evidence required by `出力と終了値` at review-loop orchestration boundary in `出力と終了値`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/review-loop/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/review-loop/SKILL.md:323-324,
baseline,le-2dabeec115e06334,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,1,1,,,<!-- @only claude -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-88cd49eafeb8df26,rule,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,2,9,ro-6ce0d7130869884a,skill-invocation-platform-projection-structural-health-gate,--- name: structural-health-gate description: >- 明示起動された proposal-family public workflow parent の internal context で、candidate の構造的局所性を evidence として評価する internal gate。成果物を再設計・直接編集せず、 assessment と最終判断を public workflow parent へ残す。 user-invocable: false ---,deterministic-mechanized,structural-health-gate parent,structural-health-gate parent applies the `document root` obligation summarized as: --- name: structural-health-gate description: >- 明示起動された proposal-family public workflow parent の internal context で、candidate の構造的局所性を evidence として評価する internal gate。成果物を再設計・直接編集せず、 assessment と最終判断を public workflow par,"request, current workflow state, and evidence required by `document root`",structural-health-gate orchestration boundary in `document root`,existing deterministic source projection and metadata/contract validation,Gunte predicate/contract or platform metadata loader,Gunte predicate/contract or platform metadata loader,keep,,the `document root` structured block is consumed or byte-validated as one coherent Data unit,,
baseline,le-902905de76b2f1ef,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,10,10,,,<!-- @/only -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-83aa016b8596deb9,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,11,11,,,<!-- @only codex -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-c231ed12208f51c9,rule,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,12,18,ro-36b24a8857fa1466,skill-invocation-platform-projection-structural-health-gate,--- name: structural-health-gate description: >- 明示起動された proposal-family public workflow parent の internal context で、candidate の構造的局所性を evidence として評価する internal gate。成果物を再設計・直接編集せず、 assessment と最終判断を public workflow parent へ残す。 ---,derived-duplicate,structural-health-gate parent,structural-health-gate parent applies the `document root` obligation summarized as: --- name: structural-health-gate description: >- 明示起動された proposal-family public workflow parent の internal context で、candidate の構造的局所性を evidence として評価する internal gate。成果物を再設計・直接編集せず、 assessment と最終判断を public workflow par,"request, current workflow state, and evidence required by `document root`",structural-health-gate orchestration boundary in `document root`,,consumer-local natural-language projection,consumer-local natural-language projection,keep-projection,,editorial cross-source reconciliation found the same boundary meaning; this occurrence is retained for the named runtime consumer,consumer=codex; remaining_witness=shared/skill/structural-health-gate/SKILL.md:2-8 (claude projection of the same shared invocation meaning),
baseline,le-a50f74e1c2b8b3bc,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,19,19,,,<!-- @/only -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
