record_id,registry,predicate_id,kind,slice_or_path,invariant,current_validation_plane,final_validation_plane,heuristic_flag,disposition,rationale,applicable_mutation_or_nonapplicable_reason,replacement_ids,baseline_identity,final_identity
baseline:contracts/plan-craft.toml:review-loop-batch-loader-once-1845d68bba91,contracts/plan-craft.toml,review-loop-batch-loader-once-1845d68bba91,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: 一度だけ読み,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:dba8c667d348f042e3f657d92946e18da891669478a76de8f5b2f414b0d73b1e,absent
baseline:contracts/plan-craft.toml:review-loop-batch-loader-path-3b156e637f29,contracts/plan-craft.toml,review-loop-batch-loader-path-3b156e637f29,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: skill-relative `../../references/batch-resolve-kernel.md`,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:330c1f2f06c0fbe31b2f5c3721b3eed8fa792c9a854262d19a2560b1b416ccd9,absent
baseline:contracts/plan-craft.toml:review-loop-batch-loader-sections-e3b05350fa50,contracts/plan-craft.toml,review-loop-batch-loader-sections-e3b05350fa50,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: 適用モデル`、`snapshot discipline`、`Resolution Transaction`、`caller boundary`,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:55a722b4f2dbe48725d3385f2f31b76ced983e49312cdd8af470f8454b6c9b6e,absent
baseline:contracts/plan-craft.toml:review-loop-batch-origin-6c8504b17a3f,contracts/plan-craft.toml,review-loop-batch-origin-6c8504b17a3f,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: origin verified snapshot,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:d93547c56e4ba38b44beef1104f0f98d76381703c413bc2e84b0260b9003b0fd,absent
baseline:contracts/plan-craft.toml:review-loop-batch-promotion-a0ea02a83c52,contracts/plan-craft.toml,review-loop-batch-promotion-a0ea02a83c52,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: verify と semantic progress の両方が成功した後だけ current verified snapshot を更新,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:e4ea4a4f49e63ccd5c78446b9e793a7f8e2ef84c382893adef88ded333d43079,absent
baseline:contracts/plan-craft.toml:review-loop-batch-reviewer-boundary-7daed2e2c0a5,contracts/plan-craft.toml,review-loop-batch-reviewer-boundary-7daed2e2c0a5,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: reviewer の selection、prompt、invocation、result collection は transaction 外,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:3268a4face19977888cb3348125ecad64838de72fa88931741fe9a185d292fae,absent
baseline:contracts/plan-craft.toml:review-loop-batch-reviewers-no-mixed-2391162980e2,contracts/plan-craft.toml,review-loop-batch-reviewers-no-mixed-2391162980e2,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: 異なる snapshot の finding は混ぜず,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:207ab9ab703a62b4afc23790520390f07cc806297518198c7b328744af07312c,absent
baseline:contracts/plan-craft.toml:review-loop-batch-reviewers-no-priority-3939f2c9e427,contracts/plan-craft.toml,review-loop-batch-reviewers-no-priority-3939f2c9e427,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: 多数決や priority,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:fdec72a9a64fae013c5c62a4344c9a144fa6ea9a66073d9da4e0ae6d79f67a73,absent
baseline:contracts/plan-craft.toml:review-loop-batch-reviewers-origin-d4b3c9f0d13c,contracts/plan-craft.toml,review-loop-batch-reviewers-origin-d4b3c9f0d13c,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: 同じ round、同じ artifact、同じ origin verified snapshot,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:098c7def9c8459ad9fe735a5cc99f58223f954b19335c2cd80393e45624b8683,absent
baseline:contracts/plan-craft.toml:review-loop-batch-reviewers-provenance-f5199400bf2d,contracts/plan-craft.toml,review-loop-batch-reviewers-provenance-f5199400bf2d,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: reviewer provenance は保持,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:f108aef5adf1c64d82f360bed96a93e2fdd2a2d05f2291a9f0655215ceab1ae7,absent
baseline:contracts/plan-craft.toml:review-loop-batch-role-caller-b98b2f801776,contracts/plan-craft.toml,review-loop-batch-role-caller-b98b2f801776,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: caller=`review-loop parent`、resolver=`review-loop parent`,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:b085a658151c2ae58743fc1322c98d365954f77245980cc20d89983a6c4e0785,absent
baseline:contracts/plan-craft.toml:review-loop-batch-role-counterpart-c23d47259e63,contracts/plan-craft.toml,review-loop-batch-role-counterpart-c23d47259e63,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: counterpart=`reviewer`,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:69d0310fd7c09ec6afa5943c089be43a0e6826d852acde3e42d703839a32fa46,absent
baseline:contracts/plan-craft.toml:review-loop-batch-role-non-binding-3cef0e6130bb,contracts/plan-craft.toml,review-loop-batch-role-non-binding-3cef0e6130bb,requires,slice:review-loop-batch-resolve-kernel-parent-mapping,slice:review-loop-batch-resolve-kernel-parent-mapping contains required witness: Resolution Transaction 外で non-binding,Gunte requires,Gunte coherent loader/role Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-batch-loader-data-c7351cff6bb2;review-batch-role-data-7ea204e7cfbc,61a7b056d00b495f457de6c759871c73190a0c3b:dbe7981bca981845cd4ce6f8a5b7589e497026717405ddb9423c2eec71566057,absent
baseline:contracts/plan-craft.toml:review-loop-induced-brake-forbids-e36bcb66f0e9,contracts/plan-craft.toml,review-loop-induced-brake-forbids-e36bcb66f0e9,forbids,slice:review-loop-induced-brake,slice:review-loop-induced-brake excludes forbidden witness: `baseline_round`,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:f835b24bad1027f04d3bbe6e32008791a03896a06c2f2085a4578486ec0983aa,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:f835b24bad1027f04d3bbe6e32008791a03896a06c2f2085a4578486ec0983aa
baseline:contracts/plan-craft.toml:review-loop-induced-brake-requires-1cc6ad63cae3,contracts/plan-craft.toml,review-loop-induced-brake-requires-1cc6ad63cae3,requires,slice:review-loop-induced-brake,slice:review-loop-induced-brake contains required witness: 直前までに親が採用して verification を完了した修正によって finding が新たに成立した,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:a01bc9b495000f85bc6b821b13338f5fa006e05b26279858b5238a5ba4e5875b,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:a01bc9b495000f85bc6b821b13338f5fa006e05b26279858b5238a5ba4e5875b
baseline:contracts/plan-craft.toml:review-loop-induced-brake-requires-48fb9d4bea54,contracts/plan-craft.toml,review-loop-induced-brake-requires-48fb9d4bea54,requires,slice:review-loop-induced-brake,slice:review-loop-induced-brake contains required witness: `induced-loop` は自己誘発 churn に対する補助ブレーキ,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:6337b46b6c5868e181768f9422df0863614ca8c4b6b8f1bc2cb976bbc41d43ce,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:6337b46b6c5868e181768f9422df0863614ca8c4b6b8f1bc2cb976bbc41d43ce
baseline:contracts/plan-craft.toml:review-loop-induced-brake-requires-4af2a30bbbfa,contracts/plan-craft.toml,review-loop-induced-brake-requires-4af2a30bbbfa,requires,slice:review-loop-induced-brake,slice:review-loop-induced-brake contains required witness: 対象文の新旧、snapshot 差分、同じ指摘の再出現だけでは,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:dcf5cf15f0a0b29decc1d57b6923179123175237592713209f47dc07a058e934,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:dcf5cf15f0a0b29decc1d57b6923179123175237592713209f47dc07a058e934
baseline:contracts/plan-craft.toml:review-loop-induced-brake-requires-55e0bc37f2ce,contracts/plan-craft.toml,review-loop-induced-brake-requires-55e0bc37f2ce,requires,slice:review-loop-induced-brake,slice:review-loop-induced-brake contains required witness: 両 round とも非誘発の `修正必須` が 0,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:c0626c989a5a0ee11da1175e68efbc218a16d74abb7a4a14ca59aeec9592de92,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:c0626c989a5a0ee11da1175e68efbc218a16d74abb7a4a14ca59aeec9592de92
baseline:contracts/plan-craft.toml:review-loop-induced-brake-requires-91cbc7c8d801,contracts/plan-craft.toml,review-loop-induced-brake-requires-91cbc7c8d801,requires,slice:review-loop-induced-brake,slice:review-loop-induced-brake contains required witness: 各通常 round で、親確定の `修正推奨` 以上,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:4c6323a8a321b5fa7e1bc9fc43725427d7e5c031a2d427152a6af1279c1c2aa7,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:4c6323a8a321b5fa7e1bc9fc43725427d7e5c031a2d427152a6af1279c1c2aa7
baseline:contracts/plan-craft.toml:review-loop-induced-brake-requires-9e84ca89a181,contracts/plan-craft.toml,review-loop-induced-brake-requires-9e84ca89a181,requires,slice:review-loop-induced-brake,slice:review-loop-induced-brake contains required witness: 通常 round 2 回で連続して,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:40bb763d0021e7af6ac5f2da24874508153bf1fefbf0e837c8a71273ba214e3e,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:40bb763d0021e7af6ac5f2da24874508153bf1fefbf0e837c8a71273ba214e3e
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-01974c28cc3b,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-01974c28cc3b,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: termination,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:8dbd5e5e815fdb00508e4a933ff9dd119f2909293603736bef3c74a1f96fd773,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-15cad9e435a1,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-15cad9e435a1,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: plan-adversarial-reviewer,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:a35d14d97e96e3879503dbaee35f145eff0fd11ade38ccf0b5628eb99580f21f,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-1e76f3548957,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-1e76f3548957,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: round budget,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:16dfa1ccf767bfee6a5bf18907a46c8230778c4dbe746be51fe10e5e63e2ad0e,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-23f3727b2b86,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-23f3727b2b86,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: adopted,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:ff0db032d0827611da0f76e96aca85cdee7fd25b87545f8e1943a6547418b42b,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-25bdec90ffe2,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-25bdec90ffe2,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: identity,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:a9b1fe6012c64a4d7790f44b64e7539e56f951749349bc8b5c68397a95fd3d12,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-38a2f857fe9a,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-38a2f857fe9a,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: ../../references/necessity-kernel.md,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:30e53d5a58c20e45158c29690251e6c12414cef91ab868e6aa1dc952788c682b,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-3bb293c1327a,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-3bb293c1327a,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: 必要な周辺 context,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:9eaba3cb96b4aeb56cab72749fff14e91ff87075b697ac213b6e9b32310d4f1d,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-62ea2eab7dde,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-62ea2eab7dde,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: 新verdict fieldではない,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:38b36691f65ef888e7632d2055d2ba7afda8da1ec7eba04eac4445fd2696a4cf,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-7035ef643b85,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-7035ef643b85,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: 判定基準,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:dd875d35f811a1e1f65f00537f15f9cc04c66ab96a6a5bd88f065157a645536c,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-71d17b01e2a4,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-71d17b01e2a4,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: rejected,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:be5150017416cf3e4efcdc4ae782d21ec8d379bbf41c63dbb40712cde475068c,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-7fe0b14641eb,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-7fe0b14641eb,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: Task Specification,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:b70e10b68cb44e9d9d165851a3b6b1545a55aa86e722555751787b9a5fbe2e14,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-98ec1c134395,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-98ec1c134395,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: 既存語彙へ写像,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:b61d0e665ff80f4857f30e86a9a87a8e7bde3f0a564c3ba85547781112df41b4,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-a39bc1184cf0,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-a39bc1184cf0,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: 不足,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:04a187e972ffc7ccb9230e638c2d5e223396b7e07ec2f1910de569c08c2dba88,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-c6adfec32252,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-c6adfec32252,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: deferred,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:67103648c396e581d9d930218c8f986372ad0f85753798cfed66d04601ee1a17,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-da3aec43f38e,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-da3aec43f38e,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: out-of-scope,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:e2091c806ea294d6127f3a8376ab996bb46c2dd938e3431abf9dbeecf789a424,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-eec5f3408ba1,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-eec5f3408ba1,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: 直結させない,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:7bae5f191558bed625c9213363e734d115e3718035d6bfd0af907909627b0b24,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-f33a903ee62d,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-f33a903ee62d,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: human-confirmation,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:542eef9f1cf4b6df8c4632f325a399b37cb9aa558287064d0a88ccb52e8eae60,absent
baseline:contracts/plan-craft.toml:review-loop-kernel-parent-mapping-requires-f6eb81320175,contracts/plan-craft.toml,review-loop-kernel-parent-mapping-requires-f6eb81320175,requires,slice:review-loop-kernel-parent-mapping,slice:review-loop-kernel-parent-mapping contains required witness: over-engineering-reviewer,Gunte requires,Gunte coherent loader Data + semantic EVAL,no,structure,Loader/role fragments were replaced by one coherent declaration; semantic behavior is evaluated separately.,Break a Data field for the replacement diagnostic; prose rewording is nonapplicable.,review-necessity-loader-data-f10c80a441cc,61a7b056d00b495f457de6c759871c73190a0c3b:970354a8af7575b7dfe162f0e42f63dfec50590685204ee3f16310c79490bf0f,absent
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-forbids-65e549c90b05,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-forbids-65e549c90b05,forbids,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary excludes forbidden witness: `判断保留`,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:547a4518bd4b1e7647df09be45072242a71471c38e1f70a285d9749949c183f8,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:547a4518bd4b1e7647df09be45072242a71471c38e1f70a285d9749949c183f8
